Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
680	-4083.839	-4085.654	1.815002	1.100965	0.139904	0.468414	0.473755	0.313984	0.184725	0.162741	0.166304	0.233502	0.139778	0.0764522	0.0660422	0.0517072	0.0771024	0.0801547	0.245268	0.0962269	0.0722955	0.451835	0.0542199	0.3434125	0.367713	0.293304	0.114412	0.22457	0.156647	0.505129	1.0149	2.32332	2.554409
690	-4079.785	-4081.224	1.439154	1.303263	0.129695	0.415573	0.483912	0.337588	0.24424	0.125525	0.112421	0.226735	0.136562	0.0811382	0.16353	0.0579707	0.0771024	0.096105	0.212599	0.0907824	0.0400919	0.474496	0.085926	0.4270599	0.339454	0.299289	0.131815	0.229442	0.19327	0.552159	1.03643	2.21814	2.591993
700	-4076.359	-4078.115	1.756019	0.9050235	0.165309	0.381995	0.453153	0.379441	0.314379	0.132941	0.10191	0.137863	0.1101	0.0625932	0.0883546	0.0253623	0.206904	0.118802	0.21223	0.0880265	0.030418	0.504393	0.04613	0.3037608	0.337418	0.294306	0.144449	0.223826	0.117636	0.446217	0.982289	2.45386	2.560307
710	-4085.299	-4084.43	-0.8683819	1.600035	0.146572	0.552757	0.396451	0.354339	0.315944	0.182817	0.141226	0.232242	0.136402	0.00664978	0.124306	0.00425204	0.22879	0.0813962	0.208002	0.117968	0.0436428	0.494343	0.054648	0.3478702	0.348524	0.302633	0.128267	0.220576	0.24037	0.604402	1.05579	2.09943	2.822747
720	-4080.235	-4079.775	-0.4596704	0.9424102	0.154878	0.48885	0.46207	0.438406	0.205341	0.148976	0.122432	0.239649	0.136402	0.0198111	0.0692606	0.100633	0.195168	0.0854607	0.179139	0.131704	0.012687	0.525694	0.0653157	0.325112	0.323035	0.309746	0.156866	0.210353	0.125325	0.45873	0.989761	2.42618	2.781876
730	-4078.198	-4076.904	-1.293228	1.038659	0.124668	0.503827	0.513725	0.460801	0.232975	0.146332	0.107327	0.129633	0.07446	0.0865853	0.226207	0.0564091	0.202282	0.0978346	0.244761	0.0890698	0.044613	0.495384	0.0283376	0.3765302	0.32243	0.307639	0.132264	0.237667	0.144602	0.488071	1.00612	2.36121	2.865232
740	-4083.151	-4083.109	-0.04162078	0.90213	0.134006	0.471343	0.42275	0.45578	0.247497	0.189862	0.075757	0.28176	0.0275688	0.167815	0.0382233	0.0483067	0.179401	0.0950526	0.185022	0.0776627	0.0443904	0.583758	0.0141148	0.3940162	0.346237	0.280063	0.138396	0.235304	0.117036	0.44522	0.981681	2.45606	2.740071
750	-4080.665	-4082.394	1.72923	1.396358	0.161873	0.3681	0.539735	0.349933	0.15846	0.209995	0.0921256	0.2251	0.0430502	0.112857	0.0550565	0.0673	0.179401	0.108364	0.197748	0.118958	0.0577496	0.513576	0.00360471	0.3795809	0.325241	0.300678	0.148063	0.226018	0.208859	0.570344	1.04371	2.17709	2.562986
760	-4082.693	-4084.645	1.951722	1.475802	0.14908	0.398938	0.403362	0.296663	0.215694	0.182096	0.151818	0.19341	0.0238111	0.112857	0.086436	0.123296	0.203275	0.106223	0.185731	0.129046	0.0473493	0.507535	0.0241158	0.3126191	0.323517	0.270374	0.164824	0.241286	0.22156	0.584479	1.04897	2.14499	2.540737
770	-4083.503	-4086.663	3.160195	1.68889	0.137855	0.455225	0.371229	0.342046	0.191987	0.160198	0.130734	0.231169	0.0311719	0.0716348	0.0944754	0.0965081	0.105657	0.0795417	0.233276	0.158963	0.0294483	0.487718	0.0110523	0.4100555	0.337538	0.275437	0.151142	0.235883	0.253083	0.617249	1.05983	2.06984	2.419889
780	-4082.639	-4080.23	-2.409562	0.9225663	0.171851	0.67052	0.609714	0.393506	0.140308	0.15758	0.132318	0.178675	0.148622	0.0538835	0.0892574	0.128835	0.101795	0.0804436	0.237697	0.107604	0.0740417	0.468438	0.0317764	0.3336262	0.327954	0.296887	0.140024	0.235134	0.121256	0.452173	0.985883	2.44069	2.976865
790	-4078.846	-4082.499	3.653502	1.015897	0.132437	0.439806	0.420632	0.270425	0.165355	0.149989	0.156204	0.165779	0.0216706	0.0742922	0.0982134	0.115532	0.160222	0.142785	0.242905	0.0807503	0.0491999	0.429085	0.0552752	0.3223965	0.31831	0.290237	0.150753	0.240701	0.140115	0.481479	1.00258	2.37582	2.370559
800	-4083.388	-4085.903	2.514889	1.721923	0.113558	0.437058	0.554869	0.26334	0.165355	0.179448	0.150161	0.165246	0.0850173	0.0391634	0.146044	0.0127608	0.1724	0.1104	0.26208	0.111883	0.0405615	0.422958	0.0521177	0.3678863	0.339321	0.309289	0.127759	0.223631	0.257661	0.621761	1.06117	2.0594	2.48442
810	-4078.38	-4081.501	3.12124	1.158098	0.113558	0.353342	0.461599	0.332499	0.165512	0.247806	0.128689	0.196548	0.0446088	0.0498372	0.0573956	0.101678	0.170713	0.0893488	0.283884	0.0910946	0.0391406	0.442061	0.0544715	0.3678863	0.34414	0.290006	0.123894	0.241961	0.167378	0.51961	1.02195	2.29106	2.423785
820	-4083.996	-4081.584	-2.41217	0.9679202	0.127779	0.479323	0.513928	0.39345	0.350405	0.241625	0.1054	0.224774	0.118402	0.0780347	0.131076	0.0543727	0.158557	0.0810957	0.263605	0.0501947	0.0760187	0.458657	0.0704293	0.3995459	0.342753	0.303332	0.112375	0.24154	0.130509	0.466892	0.994474	2.40812	2.977126
830	-4084.275	-4079.093	-5.181621	0.6878336	0.256367	0.499459	0.552911	0.481421	0.265297	0.180507	0.12036	0.332535	0.252205	0.112588	0.00923235	0.032633	0.158557	0.0674684	0.203819	0.106306	0.0400243	0.545992	0.0363903	0.3048291	0.324977	0.308732	0.131509	0.234782	0.0715916	0.357733	0.920275	2.6504	3.254071
840	-4080.168	-4073.333	-6.834724	0.7484858	0.204736	0.738045	0.508508	0.422838	0.295572	0.185704	0.108571	0.342614	0.099469	0.0940327	0.128688	0.0296227	0.260982	0.0684449	0.236448	0.105239	0.0281195	0.516972	0.0447769	0.2894072	0.321031	0.315968	0.131603	0.231398	0.0845606	0.385537	0.941591	2.58831	3.419381
850	-4089.27	-4082.544	-6.725641	0.6473635	0.133643	0.565012	0.707104	0.473921	0.228007	0.283793	0.228421	0.111487	0.137936	0.154536	0.172089	0.0750888	0.137434	0.0631773	0.244054	0.0785665	0.0151307	0.54014	0.0589313	0.3122121	0.355991	0.296592	0.120493	0.226924	0.063001	0.337599	0.903684	2.69572	3.408473
860	-4079.38	-4078.478	-0.9011366	0.9315598	0.144783	0.550328	0.482319	0.333949	0.256353	0.266387	0.109329	0.252811	0.0752175	0.0357108	0.0664777	0.0541104	0.198246	0.0705983	0.286427	0.0922072	0.0554002	0.436862	0.0585051	0.2915318	0.346582	0.284459	0.120988	0.247971	0.123104	0.455168	0.987665	2.43406	2.826022
870	-4077.629	-4077.135	-0.4932994	1.018704	0.168719	0.446603	0.478916	0.39507	0.193058	0.178905	0.162525	0.249022	0.157913	0.0386272	0.101015	0.0629841	0.151882	0.0848938	0.286874	0.106835	0.067722	0.419344	0.0343321	0.2899599	0.314465	0.314173	0.119775	0.251586	0.140671	0.482303	1.00303	2.374	2.785239
880	-4081.091	-4079.751	-1.339984	0.6142939	0.170328	0.426545	0.473994	0.452557	0.153056	0.203006	0.185631	0.212014	0.127493	0.0352127	0.0897713	0.0416249	0.298675	0.0865893	0.290566	0.0769175	0.0450739	0.438568	0.0622855	0.2485738	0.332883	0.303683	0.123489	0.239945	0.0560689	0.320125	0.88844	2.73537	2.869907
890	-4084.774	-4086.145	1.371333	0.3647233	0.0946648	0.382192	0.56643	0.363745	0.222918	0.238731	0.161315	0.124872	0.101064	0.0502989	0.12944	0.0428915	0.120214	0.0850587	0.304005	0.105273	0.0322514	0.442052	0.0313607	0.02219967	0.326241	0.285549	0.135016	0.253193	0.0119714	0.154957	0.690101	3.14297	2.598775
900	-4082.123	-4079.319	-2.804805	0.3867518	0.172311	0.491183	0.46628	0.503489	0.279425	0.158293	0.125173	0.161216	0.188173	0.0648614	0.119426	0.0949875	0.191571	0.0533559	0.280844	0.125751	0.0416497	0.454084	0.0443152	0.08315565	0.348137	0.315369	0.116287	0.220206	0.0148505	0.171792	0.716537	3.09682	3.016389
910	-4080.881	-4079.716	-1.165811	0.6646488	0.112605	0.457199	0.504831	0.398336	0.272843	0.191912	0.063413	0.137367	0.188173	0.0741099	0.15776	0.102368	0.191571	0.0718852	0.22071	0.117533	0.0354533	0.49049	0.0639284	0.313712	0.349327	0.307496	0.131026	0.212151	0.0666592	0.346362	0.911029	2.67595	2.85249
920	-4081.728	-4081.387	-0.3407706	0.6083432	0.132656	0.553042	0.485479	0.298595	0.219511	0.184963	0.0782591	0.224646	0.168186	0.0795946	0.0765339	0.0389938	0.229527	0.0830434	0.169239	0.0996043	0.041716	0.527355	0.0790422	0.2938758	0.336748	0.305068	0.138035	0.220149	0.0548333	0.316878	0.885516	2.74277	2.769986
930	-4078.027	-4079.921	1.894397	1.088231	0.14674	0.429852	0.462046	0.312939	0.253468	0.157826	0.0852254	0.166042	0.143608	0.0909768	0.0683069	0.0191094	0.210329	0.101967	0.216542	0.0987879	0.0443239	0.502797	0.0355821	0.3732474	0.333345	0.316596	0.123491	0.226568	0.154215	0.501755	1.01321	2.33082	2.546469
940	-4080.303	-4083.413	3.109273	1.163325	0.142649	0.438656	0.401106	0.336633	0.193558	0.130452	0.145096	0.186157	0.0889182	0.069918	0.0833058	0.0500236	0.158508	0.122124	0.277094	0.0945089	0.0335344	0.447301	0.0254384	0.3247055	0.338823	0.284754	0.124206	0.252217	0.168344	0.520883	1.02255	2.28822	2.424981
950	-4078.298	-4080.405	2.107625	1.30512	0.144217	0.376428	0.420878	0.277204	0.239324	0.158025	0.118354	0.2455	0.0387281	0.118727	0.168978	0.0232051	0.195579	0.100575	0.27033	0.114921	0.0467839	0.436382	0.0310074	0.3926909	0.339795	0.287424	0.134272	0.238509	0.193588	0.552541	1.03659	2.21729	2.525146
960	-4076.192	-4078.016	1.823376	1.368649	0.151587	0.552064	0.443103	0.304107	0.219039	0.180331	0.135438	0.214038	0.0413763	0.0379915	0.0955799	0.0491363	0.129781	0.119356	0.24135	0.109432	0.0236549	0.469081	0.0371261	0.3404725	0.312305	0.295828	0.141823	0.250044	0.2043	0.565125	1.04168	2.1889	2.553571
970	-4079.74	-4086.724	6.984294	0.9573837	0.139329	0.299804	0.293775	0.37039	0.213084	0.151417	0.0944187	0.106844	0.0149138	0.0304775	0.0999013	0.0933455	0.129781	0.126191	0.216621	0.105665	0.0251727	0.487193	0.0391569	0.3372863	0.33123	0.281936	0.15066	0.236175	0.128374	0.463557	0.992563	2.41551	2.037479
980	-4078.191	-4083.037	4.846075	0.9482778	0.126826	0.365756	0.393252	0.342928	0.184185	0.178196	0.0701928	0.181563	0.0697228	0.0638239	0.130364	0.0764816	0.068011	0.097304	0.235802	0.14073	0.0257245	0.457402	0.0430378	0.3039163	0.317903	0.303894	0.144454	0.233748	0.126522	0.460634	0.990872	2.42197	2.251301
990	-4080.584	-4082.301	1.716724	1.444793	0.129326	0.408505	0.421064	0.341004	0.233538	0.127278	0.137678	0.207	0.011069	0.0845866	0.0792432	0.138257	0.245688	0.133305	0.259692	0.0819135	0.0219674	0.437536	0.0655867	0.3092109	0.310714	0.297843	0.134742	0.256702	0.216667	0.579102	1.04701	2.15722	2.564236
1000	-4076.211	-4077.583	1.372735	1.147135	0.119924	0.49881	0.483903	0.34191	0.231126	0.162833	0.102188	0.175484	0.0603383	0.0472912	0.0848257	0.123743	0.166258	0.134447	0.282667	0.0815105	0.0322379	0.423673	0.0454649	0.3295661	0.330854	0.284241	0.134478	0.250427	0.165342	0.516911	1.02066	2.29708	2.598635
1010	-4077.996	-4080.915	2.919273	1.306426	0.132442	0.427136	0.453461	0.319888	0.230619	0.149028	0.07756	0.145331	0.0461626	0.050808	0.230773	0.0513477	0.129425	0.102403	0.223847	0.1049	0.054048	0.468669	0.0461335	0.3467133	0.328249	0.307575	0.125421	0.238755	0.193812	0.552808	1.0367	2.21668	2.443981
1020	-4081.997	-4080.404	-1.592792	0.6558935	0.15416	0.436352	0.481853	0.312509	0.196061	0.23468	0.194425	0.220081	0.0802857	0.104242	0.114613	0.142983	0.222943	0.079527	0.25313	0.0889506	0.0856134	0.451156	0.0416229	0.267846	0.353463	0.299471	0.111836	0.23523	0.0648038	0.341954	0.907359	2.68588	2.895188
1030	-4080.659	-4083.195	2.535788	2.014428	0.132486	0.370808	0.495814	0.436694	0.203211	0.187546	0.082966	0.149058	0.0187049	0.0776186	0.0719206	0.0799609	0.175544	0.0903972	0.27136	0.118911	0.051432	0.437767	0.0301328	0.3732209	0.313836	0.307302	0.13582	0.243042	0.294991	0.656539	1.07035	1.97812	2.48233
1040	-4076.179	-4076.012	-0.1674321	0.9072161	0.194682	0.452644	0.473331	0.374625	0.206731	0.199845	0.186281	0.192713	0.0436242	0.069337	0.063148	0.120148	0.175544	0.0742394	0.167796	0.0935738	0.0432672	0.573232	0.0478918	0.3208881	0.342351	0.283898	0.14947	0.224281	0.118089	0.44697	0.982747	2.45219	2.752652
1050	-4082.708	-4081.374	-1.333383	1.391127	0.177983	0.474929	0.511398	0.290728	0.252433	0.180413	0.206605	0.292319	0.00601887	0.0672437	0.178978	0.148261	0.081936	0.121241	0.186218	0.0859463	0.0368294	0.532642	0.0371226	0.3348281	0.34444	0.276938	0.14965	0.228973	0.208003	0.569371	1.04333	2.17929	2.869247
1060	-4075.611	-4076.904	1.293476	0.8803807	0.124309	0.393158	0.486226	0.338202	0.193193	0.179878	0.181384	0.251527	0.0486473	0.0542349	0.0924735	0.0929691	0.170361	0.106186	0.183178	0.0954426	0.0471554	0.523946	0.0440923	0.2889223	0.351791	0.274549	0.1398	0.233859	0.112513	0.43759	0.97696	2.47294	2.606561
1070	-4081.195	-4076.87	-4.32493	1.147942	0.192648	0.597881	0.592126	0.464517	0.272482	0.171581	0.151271	0.157114	0.0755041	0.0523537	0.116166	0.0340282	0.29073	0.0996399	0.255664	0.0813306	0.0325324	0.480132	0.0507009	0.3525178	0.336673	0.28251	0.130704	0.250113	0.165492	0.517111	1.02076	2.29664	3.168402
1080	-4079.463	-4083.003	3.539994	1.590232	0.159102	0.3732	0.374415	0.250438	0.212684	0.176255	0.0859113	0.235728	0.129033	0.0377019	0.138925	0.0536612	0.154856	0.117088	0.221066	0.119538	0.0300395	0.481485	0.0307846	0.3132545	0.338317	0.288338	0.13666	0.236685	0.238931	0.602918	1.05531	2.10284	2.381909
1090	-4077.124	-4079.552	2.427548	1.647869	0.159102	0.3443	0.399646	0.370247	0.240629	0.131996	0.107254	0.217334	0.131674	0.114044	0.0806685	0.0122267	0.184034	0.0920709	0.212071	0.129005	0.0239638	0.483646	0.0592437	0.3823528	0.325271	0.302298	0.147124	0.225307	0.247288	0.611452	1.05804	2.08322	2.493154
1100	-4078.751	-4078.233	-0.5179842	1.050612	0.148063	0.453897	0.451794	0.302174	0.318649	0.167351	0.136148	0.23652	0.234332	0.0417571	0.0984253	0.0408268	0.157769	0.0769942	0.21553	0.0988529	0.0314413	0.516262	0.06092	0.3401924	0.335503	0.290035	0.137941	0.23652	0.14694	0.491453	1.0079	2.3537	2.787707
1110	-4075.437	-4077.829	2.391615	0.911991	0.18281	0.448168	0.498268	0.324652	0.173901	0.140913	0.112165	0.176585	0.0631863	0.0919805	0.0810448	0.0132523	0.18982	0.10305	0.246434	0.0913063	0.0519628	0.47004	0.0372074	0.3382781	0.327847	0.29438	0.138764	0.239008	0.119076	0.448601	0.983736	2.44859	2.496747
1120	-4074.592	-4077.508	2.916487	1.245748	0.129227	0.363972	0.461578	0.35501	0.22464	0.214378	0.12169	0.156218	0.079509	0.104921	0.106888	0.0273493	0.0988794	0.0950832	0.258823	0.100489	0.0172123	0.454532	0.0738605	0.3257584	0.332078	0.296368	0.129905	0.241648	0.183246	0.539929	1.0312	2.24562	2.44426
1130	-4083.33	-4084.48	1.150747	1.153023	0.158197	0.500298	0.468469	0.329863	0.208599	0.214455	0.136737	0.200885	0.0238808	0.054175	0.181124	0.0201809	0.123971	0.105814	0.236616	0.0963467	0.0125614	0.471968	0.0766938	0.3334649	0.340808	0.292346	0.157944	0.208901	0.166437	0.518365	1.02136	2.29384	2.620834
1140	-4080.916	-4081.313	0.397347	0.881741	0.151511	0.461987	0.468469	0.304068	0.312946	0.178483	0.136737	0.207632	0.0661752	0.0683204	0.0787219	0.0877183	0.173404	0.105643	0.21022	0.0771546	0.0276094	0.509979	0.0693941	0.3282067	0.313804	0.291331	0.152097	0.242768	0.112797	0.438075	0.977263	2.47186	2.696174
1150	-4079.242	-4079.113	-0.1285882	1.056151	0.132243	0.397066	0.575675	0.443635	0.226971	0.177502	0.112109	0.168294	0.0409496	0.0762248	0.0721435	0.0409022	0.285052	0.0973551	0.237674	0.116211	0.0263594	0.489819	0.0325815	0.3079012	0.345309	0.293145	0.141101	0.220446	0.14802	0.493002	1.00871	2.35026	2.748768
1160	-4082.087	-4080.321	-1.766841	0.6320748	0.147474	0.569405	0.427755	0.398477	0.223015	0.198113	0.145285	0.163673	0.202476	0.0630232	0.1186	0.0832441	0.172052	0.111931	0.185763	0.08717	0.0454027	0.538748	0.0309854	0.2199131	0.312289	0.304474	0.148598	0.234639	0.0597837	0.329638	0.89684	2.71374	2.912593
1170	-4084.047	-4081.151	-2.895673	0.9212902	0.191591	0.386247	0.592104	0.338621	0.223015	0.172651	0.115606	0.21664	0.0599551	0.01892	0.241067	0.164364	0.304695	0.0714585	0.197134	0.113309	0.0257461	0.539374	0.0529792	0.2984017	0.325976	0.300452	0.144457	0.229115	0.120994	0.451744	0.985627	2.44163	3.025476
1180	-4090.144	-4082.88	-7.264744	0.6117747	0.207361	0.616472	0.70628	0.362997	0.291091	0.190593	0.195643	0.257542	0.1628	0.01796	0.197922	0.0576724	0.19805	0.118633	0.214719	0.103774	0.0225698	0.492803	0.0475013	0.1728572	0.31452	0.2897	0.161102	0.234678	0.0555453	0.318754	0.887209	2.73849	3.462383
1190	-4080.503	-4080.395	-0.1080038	0.6589073	0.148831	0.561772	0.430835	0.336053	0.264334	0.189384	0.135145	0.216896	0.118008	0.0451701	0.143134	0.0258501	0.131297	0.0987163	0.193226	0.0909238	0.0242024	0.556941	0.035991	0.2289747	0.315222	0.287444	0.15951	0.237823	0.065442	0.343479	0.908634	2.68245	2.746709
1200	-4083.939	-4084.271	0.331602	0.7298819	0.148531	0.561772	0.49479	0.311467	0.187057	0.218972	0.0760451	0.246248	0.118008	0.0747945	0.0517015	0.0447416	0.168621	0.122628	0.197757	0.0980221	0.00337483	0.495394	0.0828238	0.2364201	0.310384	0.289519	0.164226	0.235871	0.080579	0.377295	0.935458	2.60667	2.702749
1210	-4080.784	-4082.864	2.079463	0.7505434	0.16693	0.405478	0.425595	0.317718	0.224684	0.224764	0.0760451	0.21691	0.10894	0.0251331	0.0828645	0.0579799	0.194919	0.100409	0.243077	0.112711	0.00666069	0.461077	0.0760662	0.2414405	0.333152	0.304258	0.129765	0.232825	0.0850008	0.386433	0.942249	2.58632	2.527962
1220	-4080.405	-4079.74	-0.6656995	0.4865208	0.191823	0.526393	0.443105	0.459957	0.189574	0.161063	0.192116	0.247778	0.0826173	0.00699288	0.0815673	0.0385158	0.180976	0.095756	0.267487	0.104374	0.0305499	0.445047	0.0567866	0.1741102	0.322216	0.298822	0.126967	0.251994	0.0309174	0.243025	0.810207	2.91585	2.802479
1230	-4079.516	-4078.237	-1.27881	0.628899	0.140866	0.564681	0.470002	0.369206	0.206117	0.199578	0.193514	0.284314	0.139832	0.019178	0.029321	0.0501162	0.197064	0.0937852	0.244457	0.0711957	0.0366389	0.467337	0.0865868	0.2208973	0.328306	0.315387	0.127046	0.229261	0.0591179	0.32796	0.895375	2.71755	2.86379
1240	-4078.509	-4080.705	2.196034	1.332966	0.112443	0.424174	0.373959	0.343256	0.245721	0.188339	0.107433	0.173745	0.130554	0.0467634	0.123867	0.0990594	0.146993	0.098044	0.301983	0.107498	0.0537105	0.382457	0.0563081	0.3494296	0.335064	0.310584	0.125427	0.228925	0.198328	0.558167	1.0389	2.20461	2.516305
1250	-4082.563	-4083.942	1.379501	0.9787265	0.128842	0.529901	0.385172	0.358211	0.252055	0.223891	0.141929	0.217254	0.041752	0.00976638	0.104066	0.0501635	0.154957	0.0795605	0.290182	0.130974	0.0467353	0.380473	0.0720754	0.3642027	0.310551	0.328289	0.126633	0.234527	0.13269	0.470263	0.996384	2.40066	2.597959
1260	-4077.023	-4078.728	1.705495	0.8494879	0.157735	0.415584	0.450394	0.319913	0.252055	0.16646	0.157008	0.236945	0.0577882	0.0202983	0.0694913	0.0649247	0.196763	0.100872	0.277925	0.10867	0.0679343	0.419487	0.0251113	0.2787375	0.355434	0.277029	0.128765	0.238772	0.106037	0.42632	0.969777	2.49786	2.565359
1270	-4084.076	-4084.174	0.0973051	1.04574	0.210218	0.373314	0.512277	0.365349	0.180705	0.215867	0.141105	0.324594	0.0870216	0.0200413	0.0224109	0.0765107	0.196763	0.109668	0.157761	0.0934546	0.0397712	0.532341	0.0670039	0.314329	0.330083	0.300519	0.151974	0.217424	0.145989	0.490081	1.00718	2.35675	2.726178
1280	-4079.65	-4080.885	1.234238	1.141133	0.142481	0.36113	0.558374	0.301386	0.242343	0.168722	0.170628	0.236006	0.0817073	0.012659	0.148176	0.0305475	0.158324	0.128412	0.20573	0.0954388	0.0507128	0.472108	0.0475982	0.3806298	0.325401	0.287373	0.14013	0.247097	0.164223	0.515418	1.01995	2.30041	2.612485
1290	-4078.305	-4083.294	4.988364	1.300414	0.124001	0.397865	0.393715	0.357978	0.187958	0.181145	0.0884785	0.173004	0.0585998	0.0192494	0.0753077	0.0988154	0.0809564	0.0753582	0.274517	0.119401	0.0488734	0.407431	0.0744204	0.3984617	0.329404	0.31715	0.121786	0.23166	0.192781	0.551572	1.03618	2.21947	2.237072
1300	-4076.598	-4076.05	-0.5481815	1.199465	0.144196	0.468252	0.477094	0.326906	0.262922	0.197039	0.149462	0.21377	0.0637581	0.0248228	0.0689941	0.131225	0.262285	0.0940032	0.239866	0.080293	0.0688858	0.478714	0.0382382	0.3468876	0.327328	0.296375	0.124549	0.251748	0.174956	0.529468	1.02653	2.26905	2.790727
1310	-4081.989	-4077.542	-4.447608	0.884081	0.178005	0.450499	0.566319	0.430458	0.213793	0.240146	0.149462	0.247358	0.0608466	0.149547	0.0840423	0.190859	0.219335	0.0741387	0.231278	0.0829585	0.06278	0.518529	0.0303157	0.3703966	0.352792	0.286217	0.138057	0.222934	0.113285	0.438906	0.977782	2.47003	3.180669
1320	-4083.594	-4080.913	-2.680452	0.9460686	0.181177	0.464788	0.407909	0.461799	0.282344	0.264469	0.149462	0.23681	0.0619147	0.072578	0.173119	0.0868552	0.160727	0.0917397	0.218029	0.082401	0.0779405	0.502214	0.0276755	0.2809647	0.3412	0.298258	0.119226	0.241317	0.126071	0.459919	0.990455	2.42355	3.003954
1330	-4077.799	-4077.753	-0.04567836	0.8200425	0.122687	0.438074	0.538507	0.375259	0.23808	0.20098	0.207753	0.244858	0.0146568	0.0643639	0.0118178	0.0728253	0.210615	0.103254	0.25893	0.0873421	0.061029	0.453334	0.0361114	0.2777037	0.334758	0.295542	0.126164	0.243536	0.0998159	0.41508	0.962357	2.52275	2.740477
1340	-4081.901	-4077.271	-4.629851	0.569605	0.139935	0.57771	0.687177	0.406886	0.322081	0.19649	0.123705	0.229965	0.0690108	0.099055	0.0448443	0.0965043	0.205529	0.0802558	0.232598	0.0889348	0.0237435	0.551851	0.0226173	0.2297042	0.327348	0.294029	0.138492	0.240132	0.0469059	0.294949	0.864983	2.79316	3.198894
1350	-4081.045	-4078.314	-2.731128	0.6210017	0.193115	0.565108	0.674724	0.358436	0.220588	0.191155	0.154452	0.16959	0.0397639	0.0531059	0.129786	0.0564869	0.20271	0.0790821	0.194736	0.110358	0.0214911	0.547002	0.0473313	0.3204965	0.323527	0.297908	0.147553	0.231012	0.0574665	0.323746	0.891666	2.72712	3.009022
1360	-4081.171	-4079.985	-1.185799	0.7242521	0.160385	0.412841	0.532407	0.423721	0.253484	0.233646	0.0898847	0.16959	0.0494875	0.0572874	0.124975	0.133181	0.213599	0.0829458	0.164188	0.0855833	0.00945901	0.589733	0.0680905	0.2570145	0.339759	0.278261	0.15689	0.22509	0.0793742	0.374752	0.933534	2.61234	2.854489
1370	-4080.481	-4078.904	-1.577021	0.6793855	0.142057	0.509073	0.538248	0.474211	0.226983	0.171898	0.168889	0.272362	0.0339663	0.0210034	0.0478209	0.0683767	0.218722	0.0886795	0.217727	0.103014	0.0385805	0.492089	0.05991	0.2669722	0.323497	0.310426	0.116367	0.249709	0.0697915	0.353639	0.916983	2.65959	2.893611
1380	-4082.126	-4081.336	-0.7903027	0.7357541	0.102007	0.512624	0.507493	0.338071	0.18322	0.194075	0.168482	0.179967	0.118047	0.0707701	0.0848329	0.0900896	0.265261	0.0915858	0.329061	0.0866003	0.0559339	0.413467	0.0233519	0.3118131	0.328558	0.324213	0.109974	0.237256	0.0818359	0.379923	0.93743	2.60081	2.814939
1390	-4085.147	-4084.523	-0.6245099	0.6025675	0.129366	0.397425	0.56256	0.418147	0.167328	0.211481	0.091666	0.169546	0.0744615	0.0717859	0.0925696	0.0639912	0.348032	0.0847361	0.327117	0.0648878	0.0581187	0.383206	0.0819343	0.2360665	0.312158	0.306843	0.117844	0.263154	0.053638	0.313696	0.882623	2.75004	2.79836
1400	-4090.881	-4090.011	-0.870541	0.5451864	0.163419	0.53852	0.556761	0.356306	0.235319	0.118183	0.12819	0.144361	0.0699447	0.0895381	0.0305398	0.0588675	0.333014	0.0857495	0.374325	0.0512753	0.083531	0.370143	0.0349763	0.2912099	0.357214	0.293459	0.0986546	0.250672	0.0420382	0.280395	0.850553	2.82701	2.822963
1410	-4083.348	-4080.305	-3.043198	0.7629734	0.163419	0.53852	0.628381	0.386589	0.235319	0.183688	0.108649	0.254202	0.110668	0.0488917	0.116295	0.0221209	0.243485	0.0972572	0.290346	0.0667359	0.0923423	0.412906	0.0404123	0.3427483	0.344628	0.301751	0.119917	0.233704	0.0876593	0.391788	0.946143	2.57441	3.040229
1420	-4078.536	-4078.154	-0.382683	0.7033215	0.169849	0.371201	0.546702	0.439608	0.237022	0.184329	0.121274	0.299141	0.0623125	0.0640621	0.0806845	0.0265278	0.171464	0.101717	0.202377	0.0906125	0.0340334	0.548518	0.0227418	0.3094661	0.338443	0.290814	0.13926	0.231483	0.0748979	0.365093	0.926093	2.63392	2.774177
1430	-4085.825	-4085.795	-0.03028498	1.120661	0.145863	0.471661	0.450874	0.371177	0.289549	0.147184	0.133542	0.241985	0.0582583	0.0669807	0.010441	0.0571834	0.294238	0.124511	0.185428	0.0933886	0.0374731	0.543152	0.0160481	0.3391606	0.348581	0.258031	0.149064	0.244324	0.160381	0.51024	1.01743	2.31195	2.738937
1440	-4081.426	-4083.322	1.896176	1.095451	0.126893	0.587255	0.344609	0.374944	0.168285	0.159428	0.120138	0.284818	0.0331258	0.096661	0.0159439	0.052687	0.181503	0.114947	0.278492	0.126474	0.0518129	0.412081	0.0161939	0.3419793	0.312649	0.306367	0.132887	0.248097	0.155596	0.503675	1.01418	2.32655	2.546291
